name,wins,losses,draws,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg,last_update,last_match,total_fights,age,win_percentage
Ketlen Vieira,13,3,0.0,"5'8""",135lbs.,"68""",Orthodox,"Aug26,1991",3.24,41%,4.16,51%,1.36,40%,92%,0.4,06-15-2023,,16.0,33.0,0.8125
Mike Budnik,13,4,0.0,"5'9""",145lbs.,"68""",Orthodox,"Aug08,1974",0.65,52%,0.95,53%,0.0,0%,0%,3.4,06-15-2023,04-05-2009,17.0,50.0,0.7647058823529411
Geoff Neal,15,5,0.0,"5'11""",170lbs.,"75""",Southpaw,"Aug28,1990",5.22,50%,5.6,58%,0.51,44%,87%,0.1,06-15-2023,03-04-2023,20.0,34.0,0.75
Karolina Wojcik,9,2,0.0,"5'2""",115lbs.,--,Orthodox,"Dec09,1994",2.67,65%,0.87,62%,2.0,66%,100%,1.0,06-15-2023,08-09-2022,11.0,29.0,0.8181818181818182
Dave Terrel,7,7,0.0,"5'8""",170lbs.,--,Southpaw,"May10,1978",2.62,43%,2.8,48%,3.28,38%,100%,0.0,06-15-2023,08-03-2008,14.0,46.0,0.5
Tom Tuggle,0,3,0.0,"6'2""",250lbs.,--,Orthodox,--,0.0,0%,2.14,0%,32.14,100%,0%,0.0,06-15-2023,06-09-2006,3.0,,0.0
Royston Wee,4,1,0.0,"5'7""",135lbs.,"67""",Orthodox,"Nov15,1986",1.1,60%,2.45,49%,3.38,81%,0%,0.0,06-15-2023,05-16-2015,5.0,38.0,0.8
Janay Harding,2,3,0.0,--,135lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,5.0,,0.4
Bryan Humes,6,2,0.0,--,265lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-30-2011,8.0,,0.75
Keith Jardine,17,11,2.0,"6'2""",185lbs.,"76""",Orthodox,"Oct31,1975",3.25,36%,2.98,59%,1.18,45%,62%,0.7,06-15-2023,07-14-2012,30.0,49.0,0.5666666666666667
Ronald Jhun,24,26,2.0,"5'11""",170lbs.,--,Orthodox,"Sep21,1970",1.45,57%,3.01,50%,1.81,100%,100%,0.0,06-15-2023,12-08-2006,52.0,54.0,0.46153846153846156
Andreas Spang,9,3,0.0,"6'1""",185lbs.,--,,"Nov07,1978",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,11-18-2011,12.0,46.0,0.75
Raoni Barcelos,17,4,0.0,"5'7""",135lbs.,"67""",Orthodox,"May01,1987",5.69,52%,5.06,61%,1.63,41%,93%,0.4,06-15-2023,,21.0,37.0,0.8095238095238095
Phil Harris,22,12,0.0,"5'4""",125lbs.,"65""",Orthodox,"Sep04,1983",2.34,26%,3.16,68%,1.76,21%,60%,0.0,06-15-2023,07-19-2014,34.0,41.0,0.6470588235294118
Eric Jacob,1,9,0.0,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-27-2008,10.0,,0.1
Justin Ledet,9,4,0.0,"6'4""",205lbs.,"80""",Orthodox,"Sep28,1988",3.35,39%,4.82,49%,0.23,50%,42%,0.2,06-15-2023,10-31-2020,13.0,36.0,0.6923076923076923
Matt Mitrione,12,5,0.0,"6'3""",265lbs.,"82""",Switch,"Jul15,1978",3.55,50%,2.79,64%,0.0,0%,55%,0.7,06-15-2023,01-17-2016,17.0,46.0,0.7058823529411765
Levi Avera,18,15,0.0,"6'1""",170lbs.,--,,"May17,1982",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-25-2009,33.0,42.0,0.5454545454545454
Terrion Ware,17,9,0.0,"5'8""",135lbs.,"71""",Orthodox,"Mar31,1986",4.02,32%,6.07,50%,0.5,22%,44%,0.0,06-15-2023,09-15-2018,26.0,38.0,0.6538461538461539
Alex Hunter,2,0,0.0,"5'9""",226lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,10-17-1997,2.0,,1.0
Paul Ruiz,7,4,0.0,"5'6""",135lbs.,--,,"Jun23,1987",1.4,33%,1.4,75%,0.0,0%,100%,20.9,06-15-2023,,11.0,37.0,0.6363636363636364
Lyle Beerbohm,24,3,0.0,"5'10""",155lbs.,--,Southpaw,"Feb05,1979",1.98,55%,1.61,54%,2.1,23%,64%,0.3,06-15-2023,04-09-2011,27.0,45.0,0.8888888888888888
Tony Halme,0,4,0.0,"6'3""",300lbs.,--,Orthodox,"Jan06,1963",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-30-1997,4.0,61.0,0.0
Chris Heatherly,9,4,0.0,"5'9""",155lbs.,--,Orthodox,"Nov24,1987",1.08,45%,2.67,52%,3.39,50%,100%,0.7,06-15-2023,11-15-2014,13.0,37.0,0.6923076923076923
Eperaim Ginting,6,1,0.0,"5'4""",135lbs.,"64""",Orthodox,"Nov30,1995",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-28-2023,7.0,29.0,0.8571428571428571
Kris McCray,8,5,0.0,"6'0""",170lbs.,"76""",Orthodox,"Sep24,1981",2.69,45%,2.57,54%,2.88,55%,38%,0.0,06-15-2023,03-26-2011,13.0,43.0,0.6153846153846154
Moti Horenstein,1,6,0.0,"6'4""",230lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-27-1997,7.0,,0.14285714285714285
Amber Tackett,1,3,0.0,--,115lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,4.0,,0.25
Kevin Gray,9,4,0.0,"5'4""",125lbs.,"67""",Orthodox,"May03,1985",3.45,62%,4.48,66%,0.0,0%,0%,0.0,06-15-2023,08-08-2017,13.0,39.0,0.6923076923076923
Donald Sanchez,31,17,0.0,"5'10""",145lbs.,--,,"Aug18,1984",0.58,50%,1.16,55%,0.0,0%,50%,0.0,06-15-2023,03-31-2012,48.0,40.0,0.6458333333333334
Jason Knight,20,5,0.0,"5'10""",145lbs.,"71""",Orthodox,"Jul14,1992",2.95,33%,3.02,51%,1.31,31%,47%,1.7,06-15-2023,11-03-2018,25.0,32.0,0.8
Mike Moreno,6,5,0.0,"6'0""",185lbs.,--,,--,1.27,51%,1.07,58%,0.0,0%,44%,0.0,06-15-2023,10-12-2006,11.0,,0.5454545454545454
Kyle Stewart,11,3,0.0,"6'0""",170lbs.,"76""",Orthodox,"Jan31,1989",1.41,35%,2.42,43%,1.32,20%,60%,0.0,06-15-2023,07-27-2019,14.0,35.0,0.7857142857142857
Andre Pederneiras,1,1,2.0,"5'8""",155lbs.,--,Orthodox,"Mar22,1967",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-16-1999,4.0,57.0,0.25
Javid Basharat,14,0,0.0,"5'9""",135lbs.,"69""",Orthodox,"Sep07,1995",5.64,60%,2.3,66%,2.03,57%,85%,0.2,06-15-2023,01-14-2023,14.0,29.0,1.0
Jae Suk Lim,17,6,0.0,"5'9""",170lbs.,--,Orthodox,"Nov09,1979",2.43,50%,4.05,37%,12.16,100%,100%,0.0,06-15-2023,03-29-2008,23.0,45.0,0.7391304347826086
Anderson Dos Santos,21,9,0.0,"5'5""",135lbs.,"70""",Orthodox,"Jul24,1985",2.7,25%,5.37,49%,0.98,14%,66%,0.7,06-15-2023,08-07-2021,30.0,39.0,0.7
Edwin Figueroa,9,5,0.0,"5'7""",135lbs.,"69""",Orthodox,"Jul31,1984",2.57,39%,3.06,51%,0.2,100%,37%,0.6,06-15-2023,11-16-2013,14.0,40.0,0.6428571428571429
Jesse Jones,2,1,0.0,"5'9""",170lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-27-2008,3.0,,0.6666666666666666
Stefan Klever,6,1,0.0,--,185lbs.,--,Orthodox,--,0.82,50%,3.84,58%,0.0,0%,0%,0.0,06-15-2023,10-09-2005,7.0,,0.8571428571428571
Ryan Jimmo,19,5,0.0,"6'1""",205lbs.,"73""",Orthodox,"Nov27,1981",3.12,66%,2.77,46%,0.45,28%,87%,0.0,06-15-2023,05-30-2015,24.0,43.0,0.7916666666666666
Mike Santiago,19,12,0.0,"5'10""",145lbs.,"69""",Orthodox,"Jul28,1989",3.44,49%,3.58,36%,2.66,50%,53%,1.1,06-15-2023,06-09-2018,31.0,35.0,0.6129032258064516
Mario Bautista,12,2,0.0,"5'9""",135lbs.,"69""",Switch,"Jul01,1993",5.33,50%,3.73,54%,2.91,68%,62%,1.3,06-15-2023,03-11-2023,14.0,31.0,0.8571428571428571
Mike Easton,13,6,0.0,"5'6""",135lbs.,"70""",Southpaw,"Jan25,1984",3.51,37%,4.28,61%,0.75,22%,66%,0.0,06-15-2023,06-14-2014,19.0,40.0,0.6842105263157895
Won Jin Eoh,5,5,1.0,"5'7""",160lbs.,--,Orthodox,--,3.74,44%,3.58,46%,0.0,0%,50%,0.0,06-15-2023,06-04-2006,11.0,,0.45454545454545453
Jaqueline Amorim,6,1,0.0,"5'3""",115lbs.,"68""",Orthodox,"Jun24,1995",0.8,23%,3.07,55%,2.0,20%,0%,3.0,06-15-2023,04-08-2023,7.0,29.0,0.8571428571428571
Kailan Hill,4,1,0.0,"6'1""",185lbs.,"77""",Southpaw,"Dec01,1994",2.6,53%,4.8,37%,3.0,42%,0%,0.0,06-15-2023,08-27-2019,5.0,30.0,0.8
Amir Rahnavardi,11,10,0.0,"6'0""",205lbs.,--,Orthodox,"Dec07,1974",0.67,25%,0.0,100%,0.0,0%,50%,0.0,06-15-2023,08-19-2001,21.0,49.0,0.5238095238095238
Naoyuki Kotani,34,14,7.0,"5'8""",155lbs.,"66""",Southpaw,"Dec08,1981",1.02,31%,2.89,50%,0.83,16%,46%,0.8,06-15-2023,09-26-2015,55.0,42.0,0.6181818181818182
Martin Svensson,15,6,0.0,"6'1""",155lbs.,--,,"Apr25,1985",2.02,38%,5.91,38%,0.0,0%,0%,0.0,06-15-2023,02-27-2016,21.0,39.0,0.7142857142857143
Ryuki Ueyama,12,18,0.0,"5'11""",180lbs.,--,Southpaw,"Apr17,1976",0.13,21%,1.4,46%,0.5,100%,0%,1.5,06-15-2023,10-14-2004,30.0,48.0,0.4
Daniel Schmitt,2,3,0.0,--,185lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-07-2011,5.0,,0.4
Ronny Markes,17,5,0.0,"6'1""",185lbs.,"75""",Orthodox,"Apr21,1988",2.17,53%,2.43,45%,3.13,40%,100%,0.5,06-15-2023,03-23-2014,22.0,36.0,0.7727272727272727
Kathryn Paprocki,3,2,0.0,"5'3""",115lbs.,"63""",Orthodox,"Apr28,1993",1.0,23%,4.27,43%,0.0,0%,0%,0.0,06-15-2023,10-12-2021,5.0,31.0,0.6
Jan Nortje,2,6,0.0,"6'1""",310lbs.,--,Southpaw,"Apr11,1975",3.32,51%,4.5,32%,0.0,0%,66%,2.9,06-15-2023,05-26-2009,8.0,49.0,0.25
Melissa Dixon,5,0,0.0,--,135lbs.,--,,"Jul23,1991",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,5.0,33.0,1.0
Sean Soriano,14,8,0.0,"5'9""",145lbs.,"70""",Orthodox,"Oct06,1989",3.18,61%,2.14,56%,1.33,55%,52%,0.0,06-15-2023,11-20-2021,22.0,35.0,0.6363636363636364
Ben Rothwell,39,14,0.0,"6'4""",265lbs.,"78""",Orthodox,"Oct17,1981",3.71,42%,4.63,47%,0.68,34%,70%,0.4,06-15-2023,11-13-2021,53.0,43.0,0.7358490566037735
Phil Caracappa,6,1,0.0,"5'8""",135lbs.,"70""",Orthodox,"Jun05,1992",2.93,50%,4.07,29%,1.0,8%,100%,1.0,06-15-2023,08-20-2019,7.0,32.0,0.8571428571428571
Clint Godfrey,13,3,0.0,"5'6""",135lbs.,--,Southpaw,"Oct21,1982",0.57,31%,0.96,65%,0.85,25%,50%,0.0,06-15-2023,11-11-2010,16.0,42.0,0.8125
Angela Magana,11,9,0.0,"5'1""",115lbs.,"65""",Orthodox,"Aug02,1983",1.53,28%,4.92,42%,0.4,25%,28%,0.4,06-15-2023,12-02-2017,20.0,41.0,0.55
Anthony Alves,1,4,0.0,--,--,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,02-01-2008,5.0,,0.2
Herschel Walker,2,0,0.0,"6'1""",215lbs.,--,Orthodox,"Mar03,1962",3.42,67%,0.45,46%,1.94,100%,100%,0.0,06-15-2023,01-29-2011,2.0,62.0,1.0
Todd Duffee,9,3,0.0,"6'3""",260lbs.,"78""",Orthodox,"Dec06,1985",5.93,37%,2.87,56%,0.72,25%,90%,0.0,06-15-2023,09-14-2019,12.0,39.0,0.75
Daniel Kelly,13,4,0.0,"6'0""",185lbs.,"70""",Southpaw,"Oct31,1977",3.62,38%,4.64,61%,1.86,34%,78%,0.3,06-15-2023,05-27-2018,17.0,47.0,0.7647058823529411
Keenan Raymond,3,3,0.0,--,165lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,6.0,,0.5
Enrique Barzola,17,5,2.0,"5'7""",145lbs.,"70""",Orthodox,"Apr28,1989",3.91,41%,2.97,68%,4.2,45%,66%,0.3,06-15-2023,03-14-2020,24.0,35.0,0.7083333333333334
Dave Zitanick,5,7,0.0,--,170lbs.,--,,"Mar05,1980",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,01-30-2010,12.0,44.0,0.4166666666666667
Joao Zeferino,21,9,0.0,"5'11""",170lbs.,--,Orthodox,"Jan15,1986",0.83,36%,2.6,48%,0.5,5%,50%,1.0,06-15-2023,09-04-2013,30.0,38.0,0.7
Fernando Gonzalez,26,14,0.0,"5'9""",170lbs.,"68""",Southpaw,"Sep15,1983",4.47,47%,4.03,65%,0.86,33%,43%,1.4,06-15-2023,12-17-2011,40.0,41.0,0.65
Javier Vazquez,16,5,0.0,"5'7""",145lbs.,"69""",Southpaw,"Jul16,1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5,06-15-2023,06-26-2011,21.0,47.0,0.7619047619047619
Spike Carlyle,9,3,0.0,"5'8""",145lbs.,"71""",Switch,"May06,1993",2.55,54%,3.85,30%,3.34,36%,57%,0.5,06-15-2023,11-28-2020,12.0,31.0,0.75
Juan Miranda,7,5,0.0,--,155lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,06-09-2006,12.0,,0.5833333333333334
Roy Jones,7,5,0.0,--,205lbs.,--,,"Oct26,1983",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,08-12-2011,12.0,41.0,0.5833333333333334
Austen Lane,12,3,0.0,"6'6""",245lbs.,"80""",Orthodox,"Nov09,1987",4.17,45%,1.81,58%,0.0,0%,0%,0.0,06-15-2023,,15.0,37.0,0.8
Scott Morris,2,1,0.0,"5'10""",210lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-11-1994,3.0,,0.6666666666666666
Chris Fishgold,18,4,1.0,"5'8""",145lbs.,"68""",Orthodox,"Jun06,1992",2.01,32%,2.7,46%,2.59,46%,44%,1.3,06-15-2023,07-15-2020,23.0,32.0,0.782608695652174
Jorge Oliveira,5,3,0.0,"6'1""",205lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,07-22-2006,8.0,,0.625
Amanda Ribas,11,3,0.0,"5'3""",125lbs.,"66""",Orthodox,"Aug26,1993",4.8,42%,2.65,69%,2.16,52%,88%,1.0,06-15-2023,,14.0,31.0,0.7857142857142857
Austin Arnett,16,6,0.0,"6'0""",145lbs.,"72""",Orthodox,"Oct22,1991",4.52,41%,6.38,62%,0.44,18%,57%,0.2,06-15-2023,02-09-2019,22.0,33.0,0.7272727272727273
Keith Hackney,2,2,0.0,"5'11""",200lbs.,--,Sideways,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,12-16-1995,4.0,,0.5
Crafton Wallace,18,6,1.0,"6'0""",185lbs.,--,Orthodox,"Nov10,1975",1.55,44%,2.36,47%,0.0,0%,42%,0.0,06-15-2023,10-10-2006,25.0,49.0,0.72
Marcin Held,23,7,0.0,"5'9""",155lbs.,"71""",Orthodox,"Jan18,1992",1.41,34%,2.02,47%,2.46,46%,37%,1.3,06-15-2023,10-21-2017,30.0,32.0,0.7666666666666667
Trenell Young,11,9,0.0,"5'6""",145lbs.,--,Orthodox,"Jun19,1976",1.43,22%,5.13,50%,1.13,20%,0%,1.1,06-15-2023,07-19-2008,20.0,48.0,0.55
Ahmad Hassanzada,10,2,0.0,"6'1""",155lbs.,"75""",Orthodox,"Nov20,1996",2.59,34%,4.42,40%,2.5,22%,0%,0.0,06-15-2023,08-16-2022,12.0,28.0,0.8333333333333334
Cody Stamann,21,6,1.0,"5'6""",135lbs.,"64""",Orthodox,"Nov09,1989",4.39,47%,3.63,62%,2.34,39%,76%,0.0,06-15-2023,05-13-2023,28.0,35.0,0.75
Deshaun Johnson,6,9,0.0,--,167lbs.,--,,--,2.27,41%,6.67,43%,0.0,0%,0%,0.0,06-15-2023,01-16-2004,15.0,,0.4
Alex Ricci,10,5,0.0,"5'11""",155lbs.,--,Orthodox,"Jul21,1982",2.48,41%,2.53,64%,0.0,0%,64%,0.0,06-15-2023,02-19-2017,15.0,42.0,0.6666666666666666
Adrian Diaz,11,4,1.0,"5'10""",145lbs.,--,Southpaw,"Apr26,1988",0.48,42%,3.84,51%,2.4,50%,0%,0.0,06-15-2023,08-15-2017,16.0,36.0,0.6875
Humberto DeLeon,7,7,0.0,--,135lbs.,--,,"Nov12,1989",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,08-21-2010,14.0,35.0,0.5
Matt Grice,15,5,0.0,"5'8""",145lbs.,"70""",Orthodox,"Jul29,1981",4.09,53%,2.69,56%,2.19,37%,82%,0.5,06-15-2023,02-23-2013,20.0,43.0,0.75
Eli Tamez,10,0,0.0,"5'7""",135lbs.,--,,"Aug22,1985",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,,10.0,39.0,1.0
Yan Pellerin,11,13,0.0,"5'11""",205lbs.,--,Orthodox,--,0.59,25%,0.89,66%,4.43,100%,0%,0.0,06-15-2023,06-15-2002,24.0,,0.4583333333333333
Darrell Montague,13,5,0.0,"5'6""",125lbs.,"67""",Southpaw,"Nov03,1987",1.92,25%,5.38,52%,0.72,25%,33%,1.4,06-15-2023,07-12-2015,18.0,37.0,0.7222222222222222
Larry Parker,13,6,1.0,"5'11""",205lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-12-1999,20.0,,0.65
Lee Kwan Bum,0,1,0.0,"6'2""",286lbs.,--,Orthodox,--,0.71,14%,0.0,100%,0.0,0%,0%,0.0,06-15-2023,03-15-2008,1.0,,0.0
Merab Dvalishvili,16,4,0.0,"5'6""",135lbs.,"68""",Orthodox,"Jan10,1991",4.46,41%,2.41,56%,6.55,36%,78%,0.3,06-15-2023,03-11-2023,20.0,33.0,0.8
Mana Martinez,10,4,0.0,"5'10""",135lbs.,"70""",Orthodox,"Mar25,1996",4.33,48%,4.94,50%,0.72,42%,25%,0.5,06-15-2023,03-04-2023,14.0,28.0,0.7142857142857143
Chad Laprise,13,4,0.0,"5'10""",170lbs.,"71""",Orthodox,"Jul23,1986",4.78,42%,3.59,65%,1.05,54%,78%,0.0,06-15-2023,12-08-2018,17.0,38.0,0.7647058823529411
Shoji Maruyama,12,9,1.0,"5'7""",139lbs.,--,Orthodox,"Apr24,1983",1.4,63%,0.27,55%,0.0,0%,54%,0.0,06-15-2023,05-11-2008,22.0,41.0,0.5454545454545454
Jesus Aguilar,8,2,0.0,"5'4""",125lbs.,"62""",Orthodox,"Mar13,1996",1.6,48%,0.92,65%,2.77,37%,0%,1.8,06-15-2023,,10.0,28.0,0.8
Joey Roberts,4,3,0.0,"6'2""",200lbs.,--,,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,03-05-1999,7.0,,0.5714285714285714
James Barnes,14,5,0.0,"5'8""",135lbs.,"71""",Orthodox,"May28,1982",0.57,34%,3.02,39%,1.08,16%,40%,0.0,06-15-2023,10-19-2021,19.0,42.0,0.7368421052631579
James Moontasri,9,5,0.0,"5'10""",170lbs.,"71""",Switch,"Apr10,1988",2.39,48%,3.86,40%,0.0,0%,79%,0.2,06-15-2023,12-17-2016,14.0,36.0,0.6428571428571429
Danny Mitchell,19,9,1.0,"6'2""",170lbs.,--,Orthodox,"Aug08,1986",2.53,49%,2.53,52%,0.0,0%,100%,3.0,06-15-2023,08-23-2014,29.0,38.0,0.6551724137931034
Jordan Rinaldi,14,7,0.0,"5'10""",145lbs.,"72""",Orthodox,"Sep25,1987",1.56,35%,2.32,59%,1.45,35%,20%,1.2,06-15-2023,03-16-2019,21.0,37.0,0.6666666666666666
Frank Megallon,2,3,0.0,"5'10""",185lbs.,--,Southpaw,--,1.14,21%,5.32,54%,0.0,0%,0%,0.0,06-15-2023,10-07-2006,5.0,,0.4
Ryan Bader,23,5,0.0,"6'2""",205lbs.,"74""",Orthodox,"Jun07,1983",2.82,43%,1.39,71%,3.37,44%,80%,0.4,06-15-2023,11-19-2016,28.0,41.0,0.8214285714285714
Marcus McGhee,7,1,0.0,"5'8""",135lbs.,"69""",Orthodox,"May07,1990",3.55,47%,1.84,71%,0.0,0%,100%,2.1,06-15-2023,04-29-2023,8.0,34.0,0.875
Alexandr Romanov,16,2,0.0,"6'2""",262lbs.,"75""",Southpaw,"Dec11,1990",3.62,50%,2.0,46%,4.96,52%,20%,1.1,06-15-2023,,18.0,33.0,0.8888888888888888
Joe Warren,15,6,0.0,"5'6""",135lbs.,--,Orthodox,"Oct31,1976",2.15,46%,2.39,52%,6.14,46%,60%,0.0,06-15-2023,10-06-2009,21.0,48.0,0.7142857142857143
Mike Stumpf,11,4,0.0,"5'10""",170lbs.,--,,"Aug01,1986",3.34,43%,8.85,47%,1.59,25%,33%,0.8,06-15-2023,01-26-2013,15.0,38.0,0.7333333333333333
Ariane Carnelossi,14,3,0.0,"5'2""",115lbs.,"61""",Orthodox,"Nov17,1992",3.04,40%,4.72,43%,1.62,55%,8%,0.3,06-15-2023,05-07-2022,17.0,32.0,0.8235294117647058
Hiroyuki Abe,8,15,0.0,"5'6""",145lbs.,--,Orthodox,--,1.71,36%,3.11,63%,0.0,0%,33%,0.0,06-15-2023,08-27-2006,23.0,,0.34782608695652173
CJ Keith,8,4,0.0,"6'0""",155lbs.,--,Orthodox,"Aug09,1986",0.86,50%,1.82,50%,0.0,0%,62%,0.0,06-15-2023,01-19-2013,12.0,38.0,0.6666666666666666
Joe Pyfer,11,2,0.0,"6'2""",185lbs.,"75""",Orthodox,"Sep17,1996",3.63,46%,2.64,54%,1.65,100%,50%,0.8,06-15-2023,04-08-2023,13.0,28.0,0.8461538461538461
Tim Gorman,9,4,0.0,"5'5""",135lbs.,--,Southpaw,"Apr29,1983",2.73,31%,5.57,46%,1.0,9%,33%,0.0,06-15-2023,11-08-2014,13.0,41.0,0.6923076923076923
Mike Altman,1,4,0.0,"5'10""",185lbs.,--,Orthodox,--,1.56,20%,2.08,75%,0.0,0%,0%,0.0,06-15-2023,03-10-2006,5.0,,0.2
Adam Meredith,5,3,0.0,"6'2""",170lbs.,--,,--,2.63,50%,2.11,55%,7.89,100%,100%,7.9,06-15-2023,,8.0,,0.625
Mark Holst,12,6,0.0,"6'0""",155lbs.,--,Orthodox,"Aug14,1985",0.25,19%,1.67,47%,0.76,100%,60%,2.3,06-15-2023,10-16-2010,18.0,39.0,0.6666666666666666
Kwan Ho Kwak,9,2,0.0,"5'5""",135lbs.,--,Switch,"Jun18,1989",3.29,41%,3.45,47%,0.78,100%,26%,0.0,06-15-2023,06-17-2017,11.0,35.0,0.8181818181818182
Akbarh Arreola,23,11,1.0,"5'10""",155lbs.,"71""",Southpaw,"Jan14,1983",2.32,45%,4.01,56%,1.07,100%,33%,0.4,06-15-2023,11-14-2015,35.0,41.0,0.6571428571428571
Jiniushiyue,12,2,0.0,"5'8""",125lbs.,"69""",Southpaw,"Dec09,2000",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-27-2023,14.0,23.0,0.8571428571428571
Junior Tafa,4,1,0.0,"6'3""",240lbs.,"72""",Orthodox,"Sep21,1996",1.47,36%,0.47,75%,0.0,0%,83%,0.0,06-15-2023,04-22-2023,5.0,28.0,0.8
Mark Schultz,1,1,0.0,"5'9""",200lbs.,--,Orthodox,--,0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,05-17-1996,2.0,,0.5
Geane Herrera,9,3,0.0,"5'5""",125lbs.,"66""",Orthodox,"May27,1990",1.51,31%,5.07,52%,0.83,37%,38%,0.6,06-15-2023,11-26-2016,12.0,34.0,0.75
Alex White,13,6,0.0,"6'0""",155lbs.,"71""",Southpaw,"Oct22,1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5,06-15-2023,10-26-2019,19.0,36.0,0.6842105263157895
Thiago Perpetuo,9,4,1.0,"5'10""",170lbs.,--,Orthodox,"Dec14,1987",5.39,69%,3.51,51%,2.82,50%,66%,0.0,06-15-2023,03-23-2014,14.0,36.0,0.6428571428571429
Aurelijus Kerpe,11,22,0.0,--,--,--,Orthodox,--,1.26,16%,8.21,31%,0.0,0%,0%,0.0,06-15-2023,03-29-2009,33.0,,0.3333333333333333
Billy Giovanella,9,5,0.0,"5'8""",125lbs.,--,,"Aug20,1985",1.27,40%,2.02,52%,0.87,12%,100%,1.7,06-15-2023,,14.0,39.0,0.6428571428571429
Emily Kagan,3,3,0.0,"5'3""",115lbs.,--,,"Jul14,1981",2.6,36%,5.29,38%,1.86,14%,50%,0.0,06-15-2023,12-10-2015,6.0,43.0,0.5
John Makdessi,18,8,0.0,"5'8""",155lbs.,"68""",Orthodox,"May03,1985",5.52,50%,4.04,69%,0.0,0%,85%,0.0,06-15-2023,09-03-2022,26.0,39.0,0.6923076923076923
Johnny Walker,21,7,0.0,"6'6""",205lbs.,"82""",Orthodox,"Mar30,1992",3.85,56%,2.58,46%,0.51,100%,60%,1.0,06-15-2023,05-13-2023,28.0,32.0,0.75
Benoit Saint Denis,10,1,0.0,"5'11""",155lbs.,"73""",Southpaw,"Dec18,1995",4.37,52%,6.72,41%,3.36,30%,85%,1.1,06-15-2023,,11.0,28.0,0.9090909090909091
Zhang Tiequan,15,4,0.0,"5'8""",155lbs.,"69""",Orthodox,"Jul25,1978",1.23,36%,2.14,51%,1.95,58%,75%,3.4,06-15-2023,11-10-2012,19.0,46.0,0.7894736842105263
Renato Verissimo,7,5,0.0,"6'1""",170lbs.,--,Orthodox,"Aug03,1973",0.92,48%,1.87,47%,1.46,30%,50%,2.5,06-15-2023,09-15-2007,12.0,51.0,0.5833333333333334
John Lineker,31,9,0.0,"5'3""",135lbs.,"67""",Orthodox,"Jun12,1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6,06-15-2023,04-27-2019,40.0,34.0,0.775
Chel Erwin-Davis,5,1,0.0,"6'0""",170lbs.,--,,--,4.06,54%,1.13,61%,4.25,100%,50%,1.4,06-15-2023,,6.0,,0.8333333333333334
Charon Spain,14,26,0.0,"5'9""",155lbs.,--,,"Mar11,1988",0.0,0%,0.0,0%,0.0,0%,0%,0.0,06-15-2023,09-23-2011,40.0,36.0,0.35
Isaac Vallie-Flagg,16,7,1.0,"5'8""",155lbs.,"70""",Orthodox,"Apr08,1978",5.56,47%,5.6,45%,0.2,12%,58%,0.0,06-15-2023,11-22-2014,24.0,46.0,0.6666666666666666
